entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
MOZAMBIQUE,2021-12-26,14408516.0,8484211.0,5924305.0,,,Mozambique,2022-07-29
MOZAMBIQUE,2021-04-28,141640.0,81025.0,60615.0,,,Mozambique,2022-07-29
MOZAMBIQUE,2021-05-05,141640.0,81025.0,60615.0,,,Mozambique,2022-07-29
MOZAMBIQUE,2021-05-14,366496.0,307484.0,74557.0,,,Mozambique,2022-07-29
MOZAMBIQUE,2021-10-15,3782029.0,1973519.0,1808510.0,,,Mozambique,2022-07-29
MOZAMBIQUE,2022-04-26,26755788.0,14243939.0,13130997.0,335314.0,,Mozambique,2022-07-29
MOZAMBIQUE,2021-04-26,141640.0,81025.0,60615.0,,,Mozambique,2022-07-29
UNITED STATES OF AMERICA,2021-04-09,180391424.0,116975187.0,68404434.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-04-16,204022174.0,130959917.0,80829246.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-09-24,393752584.0,223695439.0,185121547.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-11-29,493149970.0,275120582.0,197189801.0,37400932.0,,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-03-19,118170648.0,78278960.0,41905972.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-04-01,155326676.0,102140351.0,56550545.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-07-23,345363324.0,193966971.0,164662227.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-12-17,483810456.0,242745539.0,200832134.0,56512070.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-04-23,224946691.0,141262886.0,91788046.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-04-30,243489829.0,149411281.0,102326044.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-10-01,398928780.0,222936211.0,187147974.0,4028267.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-10-08,405604875.0,224999994.0,189153108.0,6760667.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-03-11,548747708.0,257515302.0,213949966.0,94200401.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-07-09,338073080.0,190109997.0,160806110.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-07-16,341759270.0,191915906.0,162917023.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-03-18,550357993.0,258028109.0,214393662.0,94876630.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-03-26,135544787.0,90072189.0,48301660.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-09-10,383460819.0,218224512.0,179995333.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-11-19,452800175.0,237655872.0,198576827.0,32695210.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-02-25,544462111.0,256255203.0,212768834.0,92279101.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-12-10,471378696.0,239714330.0,198423501.0,49384709.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-03-04,546720088.0,256834889.0,213399718.0,93372154.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-02-18,541622829.0,255364119.0,212003090.0,91060238.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-06-25,326830068.0,185036964.0,154067100.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-05-20,575410180.0,261081002.0,218226608.0,100929381.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-02-12,48410558.0,35834855.0,12085830.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-03-25,551670297.0,258341686.0,214741367.0,95525683.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-09-17,388936652.0,221241577.0,182628424.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-11-12,440953640.0,233397860.0,197237915.0,26279963.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-02-11,538304548.0,254469806.0,210979961.0,89621235.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-05-13,572739524.0,271505375.0,217893492.0,100424428.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-02-26,70454064.0,47184199.0,22613359.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-07-02,333856749.0,188051278.0,158409267.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-09-03,377906291.0,214960752.0,177538604.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-01-22,19000046.0,16243093.0,2756953.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-02-05,35203710.0,27905197.0,6926050.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-06-11,311865389.0,178929638.0,144405902.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-06-04,303901512.0,175496518.0,139463472.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-02-19,57737767.0,41021049.0,16162358.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-03-05,82572848.0,54035670.0,27795980.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-08-27,371494885.0,211171378.0,174721090.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-01-28,529557157.0,254154147.0,208283579.0,83822533.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-02-04,534358094.0,253347587.0,209901589.0,87832130.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-10-29,424089661.0,230257485.0,194099507.0,15410955.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-03-12,98081045.0,64878318.0,33836768.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-01-29,26193682.0,21698606.0,4263056.0,,https://covid.cdc.gov/covid-data-tracker/#vaccinations,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-08-13,359527546.0,203593394.0,169875076.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-04-29,567051147.0,268267895.0,216991112.0,98844327.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-05-14,266399739.0,156734023.0,119018458.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-08-09,353040395.0,199697448.0,167055993.0,,,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-06-18,320956125.0,182320839.0,150400977.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-08-20,365305177.0,207372509.0,172106601.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-10-22,417226402.0,228647216.0,192534070.0,11602095.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-05-21,285612999.0,166244237.0,129417460.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-07-30,349691728.0,196798697.0,166367343.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-12-23,491071352.0,243607777.0,202240574.0,61575441.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-05-06,570102931.0,270336718.0,217410632.0,99432938.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-05-28,296902058.0,171965934.0,135588434.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-11-05,433098172.0,231213785.0,196070467.0,21635956.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-12-31,501207401.0,246091820.0,203452393.0,68097196.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-01-07,508619215.0,248257929.0,204645959.0,72220086.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-08-06,354619464.0,200179828.0,168148712.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-01-14,517645392.0,250734710.0,206200249.0,77304385.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-01-21,525163908.0,252839739.0,207452797.0,81534105.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-04-08,556413208.0,260933188.0,215585527.0,96881218.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-05-07,258168767.0,155209826.0,111670822.0,,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-11-26,461084123.0,240462886.0,199060361.0,37767340.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-12-03,458525209.0,236364330.0,195517789.0,42530698.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-04-15,559564168.0,263025029.0,216068711.0,97481222.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-04-22,563545983.0,265729820.0,216603454.0,98244859.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2021-10-15,411604750.0,226852831.0,190872105.0,9314696.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
UNITED STATES OF AMERICA,2022-04-01,553211414.0,258893148.0,215103676.0,96180735.0,Centers for Disease Control and Prevention,United States Of America,2022-07-29
CAYMAN ISLANDS,2021-07-23,96439.0,49444.0,46995.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-10-15,109919.0,55780.0,53365.0,774.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-12-17,130410.0,58569.0,56860.0,14981.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-04-08,141118.0,60364.0,58385.0,22369.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-05-07,69299.0,37062.0,32237.0,,Cayman Islands Government/EPI manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-08-06,98419.0,50308.0,48111.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-10-29,113448.0,56365.0,54136.0,2947.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-11-05,116507.0,56887.0,54690.0,4930.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-04-29,142710.0,60801.0,58846.0,22889.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-05-14,73258.0,37062.0,32237.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-05-21,75284.0,40778.0,34506.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-12-23,130608.0,58591.0,56891.0,15126.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-07-30,97306.0,49834.0,47472.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-10-22,111027.0,55991.0,53684.0,1352.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-12-31,132510.0,58749.0,57094.0,16667.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-01-07,133997.0,58939.0,57377.0,17681.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-04-22,142358.0,60763.0,58781.0,22814.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-10-08,108501.0,55496.0,52783.0,222.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-05-06,143196.0,60855.0,58924.0,22987.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-01-14,135232.0,59097.0,57585.0,18550.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-01-21,136593.0,59188.0,57353.0,20052.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-03-04,143257.0,61502.0,59726.0,22029.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-04-15,142198.0,60728.0,58721.0,22749.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-04-23,63838.0,34787.0,29051.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-04-30,65680.0,35559.0,30121.0,,Cayman Islands Government/EPI manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-04-01,141400.0,60484.0,58456.0,22460.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-10-01,106655.0,55129.0,51481.0,45.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-03-19,38304.0,20214.0,10258.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-12-10,128181.0,58371.0,56486.0,13324.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-11-26,123877.0,57952.0,55829.0,10096.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-12-03,125717.0,58143.0,56187.0,11387.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-03-18,140573.0,60095.0,58279.0,22199.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-03-25,141118.0,60364.0,58385.0,22369.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-03-26,45051.0,28895.0,16156.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-03-11,143257.0,61502.0,59726.0,22029.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-09-24,105823.0,54852.0,50962.0,9.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-11-29,123877.0,57952.0,55829.0,10096.0,,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-04-09,54884.0,28895.0,16156.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-04-16,60637.0,33544.0,27093.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-06-25,89619.0,47419.0,42200.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-04-01,49561.0,28895.0,16156.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-07-16,95270.0,49081.0,46189.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-09-03,101372.0,51742.0,49630.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-11-12,119435.0,57357.0,55157.0,6921.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-11-19,121080.0,57558.0,55352.0,8170.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-01-29,7073.0,7073.0,,,https://hsa.ky/public_health/covid-vaccine-available-to-all-of-stage-1/,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-07-09,94277.0,48764.0,45513.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-09-10,102633.0,52622.0,50011.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-09-17,104609.0,54167.0,50442.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-02-11,138037.0,59441.0,57627.0,20969.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-02-25,143257.0,61502.0,59726.0,22029.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-06-18,86711.0,46928.0,39090.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-02-18,138942.0,59591.0,57869.0,21482.0,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-02-26,21482.0,13495.0,7987.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-07-02,93652.0,48464.0,45188.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-05-20,144209.0,60995.0,59105.0,23264.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-02-05,10925.0,8088.0,2837.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-08-13,99194.0,50682.0,48512.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-06-11,85827.0,46402.0,39425.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-08-20,99635.0,50884.0,48751.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-02-19,16782.0,10610.0,6172.0,,EPI Report,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-02-12,15543.0,9172.0,6371.0,,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-03-05,25408.0,13495.0,7987.0,,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-08-09,98419.0,50308.0,48111.0,,,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-01-28,137430.0,59308.0,57473.0,20649.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-03-12,30472.0,20214.0,10258.0,,EPI Manager,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-08-27,100362.0,51175.0,49187.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-02-04,138037.0,59441.0,57627.0,20969.0,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-05-28,79562.0,40778.0,34506.0,,Cayman Islands Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2022-05-13,143785.0,60930.0,59031.0,23189.0,Government,Cayman Islands,2022-07-29
CAYMAN ISLANDS,2021-06-04,83970.0,40778.0,34506.0,,Cayman Islands Government,Cayman Islands,2022-07-29
BARBADOS,2021-04-16,66211.0,66069.0,142.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-12-23,297593.0,155312.0,142281.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-04-15,361133.0,161476.0,151588.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-04-30,85780.0,73949.0,11831.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-05-07,97329.0,75148.0,25466.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-10-01,239948.0,135036.0,104912.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-12-03,290658.0,153670.0,136988.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-03-04,309980.0,160288.0,149692.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-03-11,357585.0,160552.0,150220.0,46813.0,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-09-24,228890.0,128969.0,99921.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-12-10,293083.0,154226.0,138857.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-04-09,63758.0,63738.0,20.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-07-09,167754.0,95836.0,71918.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-03-18,358074.0,160736.0,150525.0,46813.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-03-25,359726.0,160869.0,150788.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-03-19,54631.0,54631.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-04-01,63711.0,63711.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-11-26,289933.0,153459.0,136474.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-06-25,161059.0,93303.0,67756.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-07-16,169884.0,96990.0,72894.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-09-03,207132.0,112329.0,94803.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-11-12,282269.0,151082.0,131187.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-11-29,289933.0,153459.0,136474.0,,,Barbados,2022-07-29
BARBADOS,2021-03-26,62765.0,62765.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-06-11,147036.0,85175.0,61861.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-09-10,213900.0,117968.0,95932.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-09-17,219970.0,123255.0,96715.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-02-18,308359.0,159681.0,148678.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-02-26,22037.0,22037.0,,,EPI manager,Barbados,2022-07-29
BARBADOS,2022-02-25,309125.0,159958.0,149167.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-02-11,307330.0,159275.0,148055.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-03-05,44859.0,44859.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-11-19,285653.0,152195.0,133458.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-07-02,166567.0,95386.0,71181.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-05-20,362756.0,162174.0,152513.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-02-19,11494.0,11494.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-05-28,133214.0,76523.0,56691.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-03-12,50263.0,50263.0,,,EPI Manager,Barbados,2022-07-29
BARBADOS,2021-08-27,198370.0,105664.0,92706.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-01-28,305180.0,158358.0,146822.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-02-04,305374.0,158463.0,146911.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-08-20,189080.0,101370.0,87710.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-05-14,112242.0,75644.0,36598.0,,EPI Manager,Barbados,2022-07-29
BARBADOS,2022-05-13,362338.0,161974.0,152295.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-06-04,141282.0,80392.0,60890.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-06-18,153350.0,89921.0,63429.0,,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2022-05-06,361863.0,161776.0,152018.0,48069.0,"Ministry of Health & Wellness, Barbados",Barbados,2022-07-29
BARBADOS,2021-08-09,179524.0,100416.0,79108.0,,,Barbados,2022-07-29
