entity,date,total_doses,at_least_one_dose,fully_vaccinated,persons_booster_add_dose,source,country_name,date_accessed
CYPRUS,2021-03-16,130636.0,93528.0,37108.0,,Reported to WHO,Cyprus,2022-07-29
UKRAINE,2021-03-23,155587.0,155586.0,,,Other sources,Ukraine,2022-07-29
NORTH MACEDONIA,2021-03-09,5231.0,4334.0,897.0,,Reported to WHO,North Macedonia,2022-07-29
TURKEY,2021-03-24,13969867.0,8133043.0,,,Other sources,Turkey,2022-07-29
ESTONIA,2021-03-16,223886.0,166878.0,57008.0,,Reported to WHO,Estonia,2022-07-29
SPAIN,2021-03-16,6332491.0,4214108.0,2118383.0,,Reported to WHO,Spain,2022-07-29
AZERBAIJAN,2021-03-16,156934.0,67962.0,88972.0,,Reported to WHO,Azerbaijan,2022-07-29
THE UNITED KINGDOM,2021-03-23,31186362.0,28653523.0,,,Other sources,The United Kingdom,2022-07-29
ISRAEL,2021-03-16,9737777.0,5180350.0,4557427.0,,Reported to WHO,Israel,2022-07-29
SLOVAKIA,2021-03-23,785242.0,543983.0,241259.0,,Reported to WHO,Slovakia,2022-07-29
NORWAY,2021-03-16,743405.0,487154.0,256251.0,,Reported to WHO,Norway,2022-07-29
HUNGARY,2021-03-16,2073206.0,1587854.0,485352.0,,Reported to WHO,Hungary,2022-07-29
IRELAND,2021-03-23,686240.0,500171.0,186069.0,,Reported to WHO,Ireland,2022-07-29
ANDORRA,2021-03-19,9288.0,,,,Other sources,Andorra,2022-07-29
KAZAKHSTAN,2021-03-16,103151.0,83839.0,19312.0,,Reported to WHO,Kazakhstan,2022-07-29
REPUBLIC OF MOLDOVA,2021-03-16,20424.0,20424.0,0.0,,Reported to WHO,Republic Of Moldova,2022-07-29
SERBIA,2021-03-24,2241510.0,1338010.0,,,Other sources,Serbia,2022-07-29
BULGARIA,2021-03-23,406397.0,319734.0,86663.0,,Reported to WHO,Bulgaria,2022-07-29
BELGIUM,2021-03-23,1460849.0,1010057.0,450792.0,,Reported to WHO,Belgium,2022-07-29
PORTUGAL,2021-03-16,1414091.0,942825.0,471204.0,,Reported to WHO,Portugal,2022-07-29
ALBANIA,2021-03-16,24421.0,20754.0,3667.0,,Reported to WHO,Albania,2022-07-29
CZECHIA,2021-03-16,1345668.0,985883.0,359785.0,,Reported to WHO,Czechia,2022-07-29
POLAND,2021-03-23,5117328.0,3319232.0,1798093.0,,Reported to WHO,Poland,2022-07-29
AUSTRIA,2021-03-23,1320359.0,993537.0,326822.0,,Reported to WHO,Austria,2022-07-29
RUSSIAN FEDERATION,2021-03-22,10600000.0,6300000.0,,,Other sources,Russian Federation,2022-07-29
SLOVENIA,2021-03-16,289439.0,185682.0,103757.0,,Reported to WHO,Slovenia,2022-07-29
SAN MARINO,2021-03-16,7910.0,7875.0,35.0,,Reported to WHO,San Marino,2022-07-29
BELARUS,2021-03-16,68970.0,43594.0,25376.0,,Reported to WHO,Belarus,2022-07-29
SLOVAKIA,2021-03-30,938290.0,681185.0,257105.0,,Reported to WHO,Slovakia,2022-07-29
SERBIA,2021-03-31,2444395.0,1428888.0,,,Other sources,Serbia,2022-07-29
DENMARK,2021-03-23,1060067.0,690027.0,370040.0,,Reported to WHO,Denmark,2022-07-29
NORTH MACEDONIA,2021-03-23,9906.0,6544.0,3362.0,,Reported to WHO,North Macedonia,2022-07-29
ESTONIA,2021-03-23,254775.0,193928.0,60847.0,,Reported to WHO,Estonia,2022-07-29
GERMANY,2021-03-23,12818485.0,8947122.0,3871363.0,,Reported to WHO,Germany,2022-07-29
LATVIA,2021-03-23,126227.0,104305.0,21922.0,,Reported to WHO,Latvia,2022-07-29
ITALY,2021-03-23,9272731.0,6322192.0,2950118.0,,Reported to WHO,Italy,2022-07-29
AUSTRIA,2021-03-30,1569200.0,1151847.0,417353.0,,Reported to WHO,Austria,2022-07-29
GREECE,2021-03-23,1603916.0,1055691.0,548225.0,,Reported to WHO,Greece,2022-07-29
CZECHIA,2021-03-23,1574977.0,1129568.0,445409.0,,Reported to WHO,Czechia,2022-07-29
BULGARIA,2021-03-30,445549.0,355219.0,90330.0,,Reported to WHO,Bulgaria,2022-07-29
TURKEY,2021-03-31,15834787.0,8994454.0,,,Other sources,Turkey,2022-07-29
NETHERLANDS,2021-03-23,2378552.0,1688490.0,690062.0,,Reported to WHO,Netherlands,2022-07-29
HUNGARY,2021-03-23,2603932.0,1913557.0,690375.0,,Reported to WHO,Hungary,2022-07-29
MALTA,2021-03-23,157232.0,110217.0,47015.0,,Reported to WHO,Malta,2022-07-29
ICELAND,2021-03-23,66083.0,45355.0,20728.0,,Reported to WHO,Iceland,2022-07-29
LITHUANIA,2021-03-23,450253.0,314426.0,135827.0,,Reported to WHO,Lithuania,2022-07-29
FRANCE,2021-03-23,10453534.0,7798091.0,2655443.0,,Reported to WHO,France,2022-07-29
LUXEMBOURG,2021-03-30,89688.0,68617.0,21071.0,,Reported to WHO,Luxembourg,2022-07-29
SPAIN,2021-03-23,7572588.0,4967826.0,2604762.0,,Reported to WHO,Spain,2022-07-29
MONTENEGRO,2021-03-23,23313.0,20440.0,2873.0,,Reported to WHO,Montenegro,2022-07-29
BELGIUM,2021-03-30,1772613.0,1260179.0,512434.0,,Reported to WHO,Belgium,2022-07-29
SWEDEN,2021-03-23,1587632.0,1105368.0,482264.0,,Reported to WHO,Sweden,2022-07-29
IRELAND,2021-03-30,814822.0,586705.0,228117.0,,Reported to WHO,Ireland,2022-07-29
UKRAINE,2021-03-31,248736.0,248734.0,,,Other sources,Ukraine,2022-07-29
SWITZERLAND,2021-03-28,1431525.0,898010.0,,,Other sources,Switzerland,2022-07-29
ROMANIA,2021-03-23,2918832.0,1943250.0,975582.0,,Reported to WHO,Romania,2022-07-29
BELARUS,2021-03-23,90107.0,63976.0,26131.0,,Reported to WHO,Belarus,2022-07-29
POLAND,2021-03-30,6028901.0,4018486.0,2010412.0,,Reported to WHO,Poland,2022-07-29
ISRAEL,2021-03-23,9929642.0,5223859.0,4705783.0,,Reported to WHO,Israel,2022-07-29
REPUBLIC OF MOLDOVA,2021-03-23,36295.0,36295.0,0.0,,Reported to WHO,Republic Of Moldova,2022-07-29
NORWAY,2021-03-23,859472.0,595267.0,264205.0,,Reported to WHO,Norway,2022-07-29
GEORGIA,2021-03-23,4870.0,4870.0,0.0,,Reported to WHO,Georgia,2022-07-29
RUSSIAN FEDERATION,2021-03-31,11373572.0,7004336.0,,,Other sources,Russian Federation,2022-07-29
THE UNITED KINGDOM,2021-03-30,35014074.0,30905538.0,,,Other sources,The United Kingdom,2022-07-29
KAZAKHSTAN,2021-03-23,257274.0,206540.0,50734.0,,Reported to WHO,Kazakhstan,2022-07-29
CROATIA,2021-03-30,451931.0,364499.0,86036.0,,Reported to WHO,Croatia,2022-07-29
SLOVENIA,2021-03-23,342421.0,230354.0,112067.0,,Reported to WHO,Slovenia,2022-07-29
PORTUGAL,2021-03-23,1691535.0,1196971.0,494521.0,,Reported to WHO,Portugal,2022-07-29
CYPRUS,2021-03-23,146937.0,105887.0,41050.0,,Reported to WHO,Cyprus,2022-07-29
AZERBAIJAN,2021-03-23,254862.0,81494.0,173368.0,,Reported to WHO,Azerbaijan,2022-07-29
POLAND,2021-04-06,6901842.0,4822719.0,2079118.0,,Reported to WHO,Poland,2022-07-29
SWEDEN,2021-04-04,1811081.0,1271076.0,540005.0,,Reported to WHO,Sweden,2022-07-29
AUSTRIA,2021-04-06,1814018.0,1306270.0,507748.0,,Reported to WHO,Austria,2022-07-29
NORWAY,2021-04-04,959176.0,681921.0,277255.0,,Reported to WHO,Norway,2022-07-29
UKRAINE,2021-04-07,334578.0,334576.0,,,Other sources,Ukraine,2022-07-29
ISRAEL,2021-04-04,10096213.0,5267733.0,4828480.0,,Reported to WHO,Israel,2022-07-29
ROMANIA,2021-04-04,3312184.0,2113867.0,1198317.0,,Reported to WHO,Romania,2022-07-29
ICELAND,2021-04-04,74535.0,50197.0,24338.0,,Reported to WHO,Iceland,2022-07-29
KYRGYZSTAN,2021-04-07,849.0,849.0,,,Other sources,Kyrgyzstan,2022-07-29
IRELAND,2021-04-06,934662.0,662604.0,272058.0,,Reported to WHO,Ireland,2022-07-29
UZBEKISTAN,2021-04-06,35000.0,35000.0,,,Other sources,Uzbekistan,2022-07-29
MALTA,2021-04-04,187089.0,132317.0,54772.0,,Reported to WHO,Malta,2022-07-29
PORTUGAL,2021-04-04,1913460.0,1334338.0,579069.0,,Reported to WHO,Portugal,2022-07-29
BELGIUM,2021-04-06,2098927.0,1524971.0,573956.0,,Reported to WHO,Belgium,2022-07-29
THE UNITED KINGDOM,2021-04-06,37391103.0,31707594.0,,,Other sources,The United Kingdom,2022-07-29
ITALY,2021-04-04,11036332.0,7600748.0,3435292.0,,Reported to WHO,Italy,2022-07-29
ESTONIA,2021-04-04,294402.0,225635.0,68767.0,,Reported to WHO,Estonia,2022-07-29
CZECHIA,2021-04-04,1811584.0,1234364.0,577220.0,,Reported to WHO,Czechia,2022-07-29
ARMENIA,2021-03-31,565.0,565.0,,,Other sources,Armenia,2022-07-29
SERBIA,2021-04-07,2687311.0,1552535.0,,,Other sources,Serbia,2022-07-29
CYPRUS,2021-04-04,163321.0,115857.0,47464.0,,Reported to WHO,Cyprus,2022-07-29
TURKEY,2021-04-07,17704888.0,10359390.0,,,Other sources,Turkey,2022-07-29
ALBANIA,2021-03-21,31476.0,24405.0,7071.0,,Reported to WHO,Albania,2022-07-29
CROATIA,2021-04-06,525328.0,425135.0,98545.0,,Reported to WHO,Croatia,2022-07-29
GREECE,2021-04-04,1828534.0,1170120.0,658414.0,,Reported to WHO,Greece,2022-07-29
RUSSIAN FEDERATION,2021-04-07,13047800.0,7908918.0,,,Other sources,Russian Federation,2022-07-29
SLOVENIA,2021-04-04,403146.0,284469.0,118677.0,,Reported to WHO,Slovenia,2022-07-29
KAZAKHSTAN,2021-04-04,496343.0,380809.0,115534.0,,Reported to WHO,Kazakhstan,2022-07-29
GEORGIA,2021-03-28,4300.0,4300.0,0.0,,Reported to WHO,Georgia,2022-07-29
SPAIN,2021-04-04,8774354.0,5918315.0,2856039.0,,Reported to WHO,Spain,2022-07-29
SLOVAKIA,2021-04-06,1022654.0,758741.0,263913.0,,Reported to WHO,Slovakia,2022-07-29
DENMARK,2021-04-04,1186465.0,775909.0,410556.0,,Reported to WHO,Denmark,2022-07-29
HUNGARY,2021-04-04,3268423.0,2354760.0,913663.0,,Reported to WHO,Hungary,2022-07-29
FINLAND,2021-04-06,1064855.0,975200.0,89655.0,,Reported to WHO,Finland,2022-07-29
LUXEMBOURG,2021-04-06,108939.0,83652.0,25287.0,,Reported to WHO,Luxembourg,2022-07-29
NETHERLANDS,2021-04-04,2863986.0,0.0,0.0,,Reported to WHO,Netherlands,2022-07-29
SAN MARINO,2021-04-04,13332.0,8689.0,4643.0,,Reported to WHO,San Marino,2022-07-29
GERMANY,2021-04-04,14862133.0,10395700.0,4466433.0,,Reported to WHO,Germany,2022-07-29
NORTH MACEDONIA,2021-04-04,13009.0,8512.0,4497.0,,Reported to WHO,North Macedonia,2022-07-29
LITHUANIA,2021-04-04,510847.0,349869.0,160978.0,,Reported to WHO,Lithuania,2022-07-29
AZERBAIJAN,2021-04-04,178596.0,63279.0,115317.0,,Reported to WHO,Azerbaijan,2022-07-29
LATVIA,2021-04-04,146261.0,121388.0,24873.0,,Reported to WHO,Latvia,2022-07-29
BELARUS,2021-04-04,120355.0,91488.0,28867.0,,Reported to WHO,Belarus,2022-07-29
SWITZERLAND,2021-04-04,1598335.0,996308.0,,,Other sources,Switzerland,2022-07-29
ANDORRA,2021-04-04,12440.0,,,,Other sources,Andorra,2022-07-29
MONTENEGRO,2021-04-04,34715.0,29980.0,4735.0,,Reported to WHO,Montenegro,2022-07-29
MONACO,2021-04-02,20510.0,11715.0,,,Other sources,Monaco,2022-07-29
BULGARIA,2021-04-06,519637.0,414789.0,104848.0,,Reported to WHO,Bulgaria,2022-07-29
REPUBLIC OF MOLDOVA,2021-04-04,47344.0,47344.0,0.0,,Reported to WHO,Republic Of Moldova,2022-07-29
FRANCE,2021-04-04,12405899.0,9296131.0,3109768.0,,Reported to WHO,France,2022-07-29
UZBEKISTAN,2021-04-11,148642.0,148642.0,,,Other sources,Uzbekistan,2022-07-29
THE UNITED KINGDOM,2021-04-11,39846781.0,32190576.0,,,Other sources,The United Kingdom,2022-07-29
GEORGIA,2021-04-04,10754.0,10754.0,0.0,,Reported to WHO,Georgia,2022-07-29
BOSNIA AND HERZEGOVINA,2021-04-09,15000.0,,,,Other sources,Bosnia And Herzegovina,2022-07-29
KYRGYZSTAN,2021-04-12,2100.0,2100.0,,,Other sources,Kyrgyzstan,2022-07-29
ANDORRA,2021-04-11,17091.0,,,,Other sources,Andorra,2022-07-29
TURKEY,2021-04-12,18494796.0,10907432.0,,,Other sources,Turkey,2022-07-29
SWITZERLAND,2021-04-07,1690425.0,1048063.0,,,Other sources,Switzerland,2022-07-29
SERBIA,2021-04-10,2882854.0,1716843.0,,,Other sources,Serbia,2022-07-29
UKRAINE,2021-04-12,378269.0,378264.0,,,Other sources,Ukraine,2022-07-29
RUSSIAN FEDERATION,2021-04-12,14108341.0,8692848.0,,,Other sources,Russian Federation,2022-07-29
CROATIA,2021-04-11,590022.0,476911.0,111355.0,,Reported to WHO,Croatia,2022-07-29
FINLAND,2021-04-11,1231587.0,1136344.0,95243.0,,Reported to WHO,Finland,2022-07-29
AUSTRIA,2021-04-11,2125016.0,1496185.0,628831.0,,Reported to WHO,Austria,2022-07-29
LUXEMBOURG,2021-04-11,130279.0,96054.0,34225.0,,Reported to WHO,Luxembourg,2022-07-29
BULGARIA,2021-04-11,572665.0,459409.0,113256.0,,Reported to WHO,Bulgaria,2022-07-29
POLAND,2021-04-11,7569268.0,5474056.0,2095205.0,,Reported to WHO,Poland,2022-07-29
SLOVAKIA,2021-04-11,1151035.0,862035.0,289000.0,,Reported to WHO,Slovakia,2022-07-29
BELGIUM,2021-04-11,2527767.0,1900850.0,626917.0,,Reported to WHO,Belgium,2022-07-29
IRELAND,2021-04-11,1061820.0,747606.0,314214.0,,Reported to WHO,Ireland,2022-07-29
LITHUANIA,2021-04-11,647087.0,473071.0,174016.0,,Reported to WHO,Lithuania,2022-07-29
RUSSIAN FEDERATION,2021-04-15,14108341.0,8692848.0,,,Other sources,Russian Federation,2022-07-29
AZERBAIJAN,2021-04-11,692206.0,339271.0,352935.0,,Reported to WHO,Azerbaijan,2022-07-29
TAJIKISTAN,2021-04-11,28345.0,28345.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
ITALY,2021-04-11,12982448.0,9068685.0,3913471.0,,Reported to WHO,Italy,2022-07-29
PORTUGAL,2021-04-11,2220611.0,1588315.0,632242.0,,Reported to WHO,Portugal,2022-07-29
REPUBLIC OF MOLDOVA,2021-04-11,64374.0,64374.0,0.0,,Reported to WHO,Republic Of Moldova,2022-07-29
NORWAY,2021-04-11,1017654.0,737176.0,280478.0,,Reported to WHO,Norway,2022-07-29
TURKMENISTAN,2021-04-04,41993.0,32240.0,9753.0,,Reported to WHO,Turkmenistan,2022-07-29
TURKEY,2021-04-15,18494796.0,10907432.0,,,Other sources,Turkey,2022-07-29
SWITZERLAND,2021-04-11,1807703.0,1121455.0,,,Other sources,Switzerland,2022-07-29
GREECE,2021-04-11,2166072.0,1433012.0,733060.0,,Reported to WHO,Greece,2022-07-29
THE UNITED KINGDOM,2021-04-14,39846781.0,32190576.0,,,Other sources,The United Kingdom,2022-07-29
SAN MARINO,2021-04-11,16624.0,8966.0,7658.0,,Reported to WHO,San Marino,2022-07-29
MALTA,2021-04-11,215801.0,148827.0,66974.0,,Reported to WHO,Malta,2022-07-29
DENMARK,2021-04-11,1335834.0,882901.0,452933.0,,Reported to WHO,Denmark,2022-07-29
ANDORRA,2021-04-12,19064.0,,,,Other sources,Andorra,2022-07-29
BELARUS,2021-04-11,169612.0,128258.0,41354.0,,Reported to WHO,Belarus,2022-07-29
MONTENEGRO,2021-04-11,43792.0,35852.0,7940.0,,Reported to WHO,Montenegro,2022-07-29
ICELAND,2021-04-11,89131.0,61073.0,28058.0,,Reported to WHO,Iceland,2022-07-29
SLOVENIA,2021-04-11,453856.0,332064.0,121792.0,,Reported to WHO,Slovenia,2022-07-29
HUNGARY,2021-04-11,4106818.0,2891331.0,1215487.0,,Reported to WHO,Hungary,2022-07-29
ESTONIA,2021-04-11,333545.0,258755.0,74790.0,,Reported to WHO,Estonia,2022-07-29
NETHERLANDS,2021-04-11,3784016.0,2942911.0,841105.0,,Reported to WHO,Netherlands,2022-07-29
GERMANY,2021-04-11,18284633.0,13241116.0,5043517.0,,Reported to WHO,Germany,2022-07-29
GEORGIA,2021-04-11,19056.0,19056.0,0.0,,Reported to WHO,Georgia,2022-07-29
UZBEKISTAN,2021-04-14,148642.0,148642.0,,,Other sources,Uzbekistan,2022-07-29
ISRAEL,2021-04-11,10243610.0,5318862.0,4924748.0,,Reported to WHO,Israel,2022-07-29
CYPRUS,2021-04-11,187100.0,134210.0,52890.0,,Reported to WHO,Cyprus,2022-07-29
KOSOVO,2021-04-14,2500.0,2500.0,,,Other sources,Kosovo,2022-07-29
CZECHIA,2021-04-11,2095121.0,1374559.0,720562.0,,Reported to WHO,Czechia,2022-07-29
SPAIN,2021-04-11,11598499.0,8476995.0,3121504.0,,Reported to WHO,Spain,2022-07-29
FRANCE,2021-04-11,14536712.0,10814693.0,3722019.0,,Reported to WHO,France,2022-07-29
ROMANIA,2021-04-11,3705075.0,2290710.0,1414365.0,,Reported to WHO,Romania,2022-07-29
NORTH MACEDONIA,2021-04-11,29842.0,23913.0,5929.0,,Reported to WHO,North Macedonia,2022-07-29
SERBIA,2021-04-15,2882854.0,1716843.0,,,Other sources,Serbia,2022-07-29
UKRAINE,2021-04-11,378270.0,378265.0,5.0,,Reported to WHO,Ukraine,2022-07-29
SWEDEN,2021-04-11,2118856.0,1494282.0,624574.0,,Reported to WHO,Sweden,2022-07-29
RUSSIAN FEDERATION,2021-04-20,16167151.0,10019885.0,,,Other sources,Russian Federation,2022-07-29
PORTUGAL,2021-04-18,2704633.0,2015223.0,689329.0,,Reported to WHO,Portugal,2022-07-29
BELGIUM,2021-04-18,3022157.0,2306260.0,715897.0,,Reported to WHO,Belgium,2022-07-29
KOSOVO,2021-04-18,16132.0,16132.0,,,Other sources,Kosovo,2022-07-29
IRELAND,2021-04-18,1206611.0,853666.0,352945.0,,Reported to WHO,Ireland,2022-07-29
SERBIA,2021-04-18,2850561.0,1691466.0,1159095.0,,Reported to WHO,Serbia,2022-07-29
ICELAND,2021-04-18,100171.0,70484.0,29687.0,,Reported to WHO,Iceland,2022-07-29
ROMANIA,2021-04-18,4239093.0,2632348.0,1606745.0,,Reported to WHO,Romania,2022-07-29
KAZAKHSTAN,2021-04-18,1311019.0,1076684.0,234335.0,,Reported to WHO,Kazakhstan,2022-07-29
ESTONIA,2021-04-18,372117.0,286748.0,85369.0,,Reported to WHO,Estonia,2022-07-29
SAN MARINO,2021-04-18,21218.0,12818.0,8400.0,,Reported to WHO,San Marino,2022-07-29
SPAIN,2021-04-18,12865032.0,9452262.0,3412770.0,,Reported to WHO,Spain,2022-07-29
UKRAINE,2021-04-18,450651.0,450646.0,5.0,,Reported to WHO,Ukraine,2022-07-29
REPUBLIC OF MOLDOVA,2021-04-18,94249.0,84351.0,9898.0,,Reported to WHO,Republic Of Moldova,2022-07-29
ISRAEL,2021-04-18,10312506.0,5348101.0,4964405.0,,Reported to WHO,Israel,2022-07-29
TURKEY,2021-04-20,19970215.0,12182430.0,,,Other sources,Turkey,2022-07-29
BELARUS,2021-04-18,260782.0,195688.0,65094.0,,Reported to WHO,Belarus,2022-07-29
SWEDEN,2021-04-18,2581989.0,1894772.0,687217.0,,Reported to WHO,Sweden,2022-07-29
MONACO,2021-04-15,22953.0,12094.0,,,Other sources,Monaco,2022-07-29
ITALY,2021-04-18,15166198.0,10715423.0,4450483.0,,Reported to WHO,Italy,2022-07-29
THE UNITED KINGDOM,2021-04-19,43084487.0,32932448.0,,,Other sources,The United Kingdom,2022-07-29
LITHUANIA,2021-04-18,746395.0,552489.0,193906.0,,Reported to WHO,Lithuania,2022-07-29
TAJIKISTAN,2021-04-18,35224.0,35224.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
BULGARIA,2021-04-18,638447.0,509905.0,128542.0,,Reported to WHO,Bulgaria,2022-07-29
CZECHIA,2021-04-18,2472913.0,1609416.0,863497.0,,Reported to WHO,Czechia,2022-07-29
DENMARK,2021-04-18,1581108.0,1073229.0,507879.0,,Reported to WHO,Denmark,2022-07-29
AUSTRIA,2021-04-18,2486976.0,1764768.0,722208.0,,Reported to WHO,Austria,2022-07-29
GEORGIA,2021-04-18,28625.0,28625.0,0.0,,Reported to WHO,Georgia,2022-07-29
GREECE,2021-04-18,2487942.0,1718590.0,769352.0,,Reported to WHO,Greece,2022-07-29
SLOVAKIA,2021-04-18,1310241.0,964741.0,345500.0,,Reported to WHO,Slovakia,2022-07-29
LATVIA,2021-04-18,187102.0,160520.0,26582.0,,Reported to WHO,Latvia,2022-07-29
CROATIA,2021-04-18,697246.0,554593.0,140545.0,,Reported to WHO,Croatia,2022-07-29
HUNGARY,2021-04-18,4646186.0,3257199.0,1388987.0,,Reported to WHO,Hungary,2022-07-29
FRANCE,2021-04-18,17102592.0,12561498.0,4541094.0,,Reported to WHO,France,2022-07-29
LUXEMBOURG,2021-04-18,166294.0,118119.0,48175.0,,Reported to WHO,Luxembourg,2022-07-29
FINLAND,2021-04-18,1456229.0,1333115.0,123114.0,,Reported to WHO,Finland,2022-07-29
GERMANY,2021-04-18,21997335.0,16472238.0,5525097.0,,Reported to WHO,Germany,2022-07-29
CYPRUS,2021-04-18,212296.0,153728.0,58568.0,,Reported to WHO,Cyprus,2022-07-29
AZERBAIJAN,2021-04-18,1337351.0,889212.0,448139.0,,Reported to WHO,Azerbaijan,2022-07-29
NORTH MACEDONIA,2021-04-18,47819.0,40463.0,7356.0,,Reported to WHO,North Macedonia,2022-07-29
MALTA,2021-04-18,254325.0,167880.0,86445.0,,Reported to WHO,Malta,2022-07-29
UZBEKISTAN,2021-04-15,335610.0,335610.0,,,Other sources,Uzbekistan,2022-07-29
NETHERLANDS,2021-04-18,4578958.0,3635761.0,943197.0,,Reported to WHO,Netherlands,2022-07-29
SWITZERLAND,2021-04-18,2091809.0,1326196.0,,,Other sources,Switzerland,2022-07-29
SLOVENIA,2021-04-18,516279.0,371307.0,144972.0,,Reported to WHO,Slovenia,2022-07-29
NORWAY,2021-04-18,1328832.0,1036193.0,292639.0,,Reported to WHO,Norway,2022-07-29
POLAND,2021-04-18,8727159.0,6426048.0,2301103.0,,Reported to WHO,Poland,2022-07-29
KOSOVO,2021-04-23,22096.0,22096.0,,,Other sources,Kosovo,2022-07-29
TURKEY,2021-04-25,19970215.0,12182430.0,,,Other sources,Turkey,2022-07-29
UZBEKISTAN,2021-04-25,544529.0,544529.0,,,Other sources,Uzbekistan,2022-07-29
THE UNITED KINGDOM,2021-04-24,43084487.0,32932448.0,,,Other sources,The United Kingdom,2022-07-29
ALBANIA,2021-04-24,332905.0,,,,Other sources,Albania,2022-07-29
SWITZERLAND,2021-04-21,2092781.0,1326716.0,,,Other sources,Switzerland,2022-07-29
ANDORRA,2021-04-19,26414.0,21733.0,,,Other sources,Andorra,2022-07-29
RUSSIAN FEDERATION,2021-04-25,16167151.0,10019885.0,,,Other sources,Russian Federation,2022-07-29
MONACO,2021-04-22,24390.0,12758.0,,,Other sources,Monaco,2022-07-29
TAJIKISTAN,2021-04-25,43851.0,43851.0,0.0,,Reported to WHO,Tajikistan,2022-07-29
GEORGIA,2021-04-25,33733.0,33733.0,0.0,,Reported to WHO,Georgia,2022-07-29
LATVIA,2021-04-25,254109.0,215604.0,38505.0,,Reported to WHO,Latvia,2022-07-29
SLOVAKIA,2021-04-25,1452420.0,1029213.0,423207.0,,Reported to WHO,Slovakia,2022-07-29
BULGARIA,2021-04-25,723274.0,559304.0,163970.0,,Reported to WHO,Bulgaria,2022-07-29
REPUBLIC OF MOLDOVA,2021-04-25,121130.0,109626.0,11504.0,,Reported to WHO,Republic Of Moldova,2022-07-29
PORTUGAL,2021-04-25,3053274.0,2225338.0,827842.0,,Reported to WHO,Portugal,2022-07-29
BOSNIA AND HERZEGOVINA,2021-04-26,15000.0,15000.0,,,Other sources,Bosnia And Herzegovina,2022-07-29
MALTA,2021-04-25,265824.0,174171.0,91653.0,,Reported to WHO,Malta,2022-07-29
SAN MARINO,2021-04-25,25790.0,17212.0,8578.0,,Reported to WHO,San Marino,2022-07-29
FINLAND,2021-04-25,1685446.0,1531894.0,153552.0,,Reported to WHO,Finland,2022-07-29
ICELAND,2021-04-25,113783.0,81048.0,32735.0,,Reported to WHO,Iceland,2022-07-29
UKRAINE,2021-04-25,528032.0,528027.0,5.0,,Reported to WHO,Ukraine,2022-07-29
NETHERLANDS,2021-04-25,5207554.0,4161373.0,1046181.0,,Reported to WHO,Netherlands,2022-07-29
MONTENEGRO,2021-04-25,58311.0,38860.0,19451.0,,Reported to WHO,Montenegro,2022-07-29
SWEDEN,2021-04-25,3017464.0,2286879.0,730585.0,,Reported to WHO,Sweden,2022-07-29
GERMANY,2021-04-25,25489567.0,19521195.0,5968372.0,,Reported to WHO,Germany,2022-07-29
CROATIA,2021-04-25,797956.0,626395.0,169125.0,,Reported to WHO,Croatia,2022-07-29
NORWAY,2021-04-25,1489116.0,1189042.0,300074.0,,Reported to WHO,Norway,2022-07-29
CYPRUS,2021-04-25,242826.0,182061.0,60765.0,,Reported to WHO,Cyprus,2022-07-29
LUXEMBOURG,2021-04-25,181212.0,130593.0,50619.0,,Reported to WHO,Luxembourg,2022-07-29
NORTH MACEDONIA,2021-04-25,60626.0,53270.0,7356.0,,Reported to WHO,North Macedonia,2022-07-29
TURKEY,2021-04-28,21130963.0,13171984.0,,,Other sources,Turkey,2022-07-29
CZECHIA,2021-04-25,2827603.0,1879688.0,947915.0,,Reported to WHO,Czechia,2022-07-29
THE UNITED KINGDOM,2021-04-25,3817196.0,2746675.0,1070521.0,,Reported to WHO,The United Kingdom,2022-07-29
FRANCE,2021-04-25,19643905.0,14102290.0,5541615.0,,Reported to WHO,France,2022-07-29
SERBIA,2021-04-25,3245575.0,1939132.0,1306443.0,,Reported to WHO,Serbia,2022-07-29
SLOVENIA,2021-04-25,583287.0,408096.0,175191.0,,Reported to WHO,Slovenia,2022-07-29
IRELAND,2021-04-25,1396214.0,996289.0,399925.0,,Reported to WHO,Ireland,2022-07-29
POLAND,2021-04-25,10365841.0,7714948.0,2650886.0,,Reported to WHO,Poland,2022-07-29
BELARUS,2021-04-25,343271.0,255094.0,88177.0,,Reported to WHO,Belarus,2022-07-29
GREECE,2021-04-25,2816844.0,2000862.0,815982.0,,Reported to WHO,Greece,2022-07-29
LITHUANIA,2021-04-25,849049.0,618143.0,230906.0,,Reported to WHO,Lithuania,2022-07-29
ALBANIA,2021-04-28,400064.0,,,,Other sources,Albania,2022-07-29
HUNGARY,2021-04-25,5252379.0,3591072.0,1661307.0,,Reported to WHO,Hungary,2022-07-29
BELGIUM,2021-04-25,3461650.0,2710245.0,751405.0,,Reported to WHO,Belgium,2022-07-29
AUSTRIA,2021-04-25,2834403.0,2050827.0,783576.0,,Reported to WHO,Austria,2022-07-29
ESTONIA,2021-04-25,409573.0,309756.0,99817.0,,Reported to WHO,Estonia,2022-07-29
ITALY,2021-04-25,17608288.0,12429641.0,5178352.0,,Reported to WHO,Italy,2022-07-29
DENMARK,2021-04-25,1805829.0,1223350.0,582479.0,,Reported to WHO,Denmark,2022-07-29
